,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9
,82,2663.51680876941,2668.3096981285,2648.61783423859,2546.32646873681,2766.21560023863,2573.20986270437,3288.63836448688,3268.10276576922,3244.93085631214,3224.85740438424,3182.3380041309,3172.50972395491,2659.34350229755,2685.60309325028,2634.06628771867,2535.88415037592,2578.90521170795,2609.29438469908,3345.98204179144,3348.70805968983,3325.81143146421,3217.87150421725,3199.0164985161,3161.94047273785,2643.98741683118,2626.62093725131,2632.06487884898,2530.90683391625,2536.97380293679,2576.87832857133,3391.70687194649,3326.05189427763,3271.53924311844,3237.77949729233,3211.83431392573,3229.47746943147,2652.82578895743,2646.95159678737,2692.59446916986,2513.89697674933,2571.18863419172,2548.35138969088,3315.4142672982,3309.3353515269,3323.66560661724,3241.01727619183,3236.74657774291,3250.54608017431,2695.7462492317,2655.49660332015,2650.69079878578,2519.01794329489,2536.71739793472,2580.57903954741,3295.37292473245,3351.33047166337,3251.48617125043,3236.05194391902,3297.83514835659,3271.94311003687,2632.00733045704,2636.42317816,2771.20330666712,2519.42355847477,2537.79322083465,2557.06235940552,3326.43756748752,3312.86082781592,3269.14018607138,3259.79715028824,3233.47990737267,3311.27222646801,2430.91963875676,2438.17693219202,2425.70425979854,2449.77630378009,2462.94397701353,2405.4749210351,2444.2655356395,2473.08894902089,2518.24159187538
,82.5,2572.68288649973,2572.79140891996,2561.70237652676,2491.9777794258,2708.44783648469,2516.34356673821,3253.80211039043,3234.91899514176,3211.88264110781,3192.8079729901,3150.90000354136,3143.38106712316,2570.76473353891,2597.43036274697,2546.03790115761,2480.23779392,2522.70146189355,2550.62960125044,3308.19344112297,3310.03374946865,3288.89785187104,3183.50935827358,3166.18578315953,3130.50915392461,2555.76496269808,2537.25977477446,2537.94948317128,2473.50669825541,2477.94572738295,2518.69395101705,3350.56920492254,3289.13744158685,3234.87579576078,3202.07314745539,3177.01378436666,3195.79777485672,2569.00320574083,2550.68446559778,2597.6534821082,2462.24359834927,2513.09987800766,2490.40779358072,3276.70283212622,3270.80262113895,3284.95477901956,3205.66539220471,3202.25500528719,3217.96564862142,2606.16492998998,2557.20498030095,2553.65895539506,2463.81381977539,2478.1151169442,2524.92635966576,3256.94785837357,3311.81317048272,3214.87447996563,3200.76626330109,3263.28762109491,3239.71177774143,2548.21031497333,2544.05132538961,2679.27657519908,2465.68102971465,2484.64504138109,2504.36601586126,3284.6071634334,3272.70813756153,3231.4711008313,3221.56146682042,3198.77460298368,3278.30280549292,2430.04198738508,2430.19646292334,2424.48320688872,2448.60808741042,2455.12110892812,2405.1362020066,2443.26542074315,2463.04806815505,2516.40923633545
,83,2509.63561360456,2507.7722155923,2503.6369439256,2464.99949623458,2678.13162208678,2487.51335285559,3200.37145422722,3183.84324926389,3161.26516548615,3143.21359743125,3103.19917130391,3098.91927957325,2510.67812939781,2537.94773798533,2487.50903869453,2453.17140160032,2494.7573978129,2521.71201663234,3250.31636441386,3251.11244571622,3231.87399171365,3130.2195891978,3116.60387627786,3083.27725303365,2495.90290168729,2477.84180784907,2475.74747022713,2445.56106792855,2448.65269601224,2489.56091903384,3287.86267756948,3232.62268010907,3178.69147809584,3147.06975623469,3124.21191674942,3146.14496078243,2512.61530205748,2486.09540941704,2534.22611175585,2437.64083446443,2483.51190712178,2461.09441042471,3217.81559311975,3212.5424823538,3226.49626912424,3151.67807040558,3150.25741247038,3170.54480548854,2544.79195452302,2491.30626374931,2489.23250731606,2436.94744226701,2448.61076228893,2497.02131484612,3198.53671727861,3251.42387289694,3159.1004623441,3147.18500163333,3210.81122724102,3192.37395520529,2490.64509844048,2482.25979730742,2617.68102221364,2439.94426996465,2458.60814661382,2478.756960174,3221.03260193563,3211.73675668887,3174.08087915378,3163.25862083485,3145.24612095983,3228.76399203486,2429.19864379649,2427.96370669527,2422.97393055001,2447.5870361609,2452.74580633008,2404.84370028311,2441.89405250885,2460.44473983904,2514.24138695449
,83.5,2472.65677266968,2470.67570935019,2471.45671495026,2455.51602617474,2665.92631496219,2477.47676351556,3122.13333671263,3108.78424773553,3087.52492333064,3071.40395721459,3034.25820424678,3032.89632657057,2476.59668368217,2504.80554516367,2455.47028621095,2444.20518466772,2485.10796682808,2511.59558833992,3166.52907045841,3166.41697925761,3149.45614346238,3053.91893531407,3044.47691258801,3014.07163522726,2462.07528612661,2445.56993073229,2442.06727525917,2436.53674245347,2438.52104837924,2479.58773376586,3197.77036630407,3150.81991229081,3098.12985652101,3069.10776106665,3048.14613909792,3074.05231657092,2481.30628227415,2450.33265129512,2498.97734844633,2429.77169404278,2472.73274666798,2450.44377613275,3133.69525035258,3129.7629919642,3142.73228641826,3073.97574013985,3074.85541087316,3099.48878182695,2509.06971868673,2454.40291037788,2453.58690774346,2427.85837226224,2438.04138288182,2487.22901081377,3115.463246384,3165.51470400332,3079.75822936417,3071.60318360187,3134.54156970481,3122.29246653924,2457.77264014536,2447.87119663371,2583.08514100732,2431.53657499406,2449.50717375151,2469.88644248014,3131.33904999514,3125.4666200284,3092.7029767471,3080.82509465354,3067.79382706791,3154.55228559579,2428.13072394527,2426.84956844362,2421.73632581576,2446.46617445206,2450.98993980942,2404.30723874519,2440.54762172513,2458.95769396195,2511.88002133008
,84,2455.70572080314,2454.16470592914,2458.04897176048,2452.75310714431,2660.94560895438,2474.94216812464,3019.99826892048,3009.81201719087,2990.99967564752,2978.10437026028,2943.81301647458,2945.60377518005,2461.44293595747,2490.54943494182,2441.84154548866,2441.81319167029,2482.50189941177,2508.32726568648,3057.57326190701,3056.4290393336,3042.4867954767,2955.34544417038,2950.58875223946,2923.59208882258,2447.08792044876,2431.94786371608,2428.27146321923,2434.72825769148,2435.69913266511,2477.29955656035,3081.22060453727,3044.57650662163,2993.70869951286,2968.86391451536,2949.13747181095,2979.29409690203,2467.54091431177,2434.76454448859,2483.55823417681,2428.01872883045,2469.48959213074,2447.48441529378,3024.90861008755,3023.12793430623,3034.99444552983,2973.34449754986,2976.5916394476,3003.77683212244,2492.69524499536,2438.01997941016,2438.34564823042,2425.24177780263,2434.89560459562,2484.3219523034,3008.38810121009,3054.5252578608,2977.72105603847,2974.68875838481,3035.38369291946,3028.40306726467,2442.85652600998,2433.16094686138,2567.27489399719,2429.10776723323,2446.78840237786,2467.34986291674,3016.96131411134,3015.40852469914,2988.4628292825,2975.23561755131,2967.09657393364,3054.85593412778,2426.8989468298,2425.81103165702,2420.7359327269,2445.40653272839,2449.19943793801,2403.51635327833,2439.12029321765,2457.93713888472,2509.64901264834
,84.5,2450.2577142005,2448.59431705661,2453.71038230913,2451.20095944568,2657.42223040962,2474.08833228621,2896.4001923263,2889.98941636539,2874.36092821054,2865.68402641487,2834.88742340714,2838.48886988281,2456.05605978537,2485.43507318542,2436.91238495099,2440.64244269038,2481.10123279302,2506.59635819451,2927.0563834007,2924.50894644293,2913.85944936074,2837.9567202528,2837.78608988663,2813.75783692303,2441.61806590041,2427.33269831435,2423.64369993292,2433.92374286964,2434.21782877539,2476.39891979657,2942.637411382,2917.36387088591,2869.10268083737,2850.09354631346,2830.50579549147,2864.58588121382,2462.31456210977,2429.48891419338,2477.90603093538,2427.58825840817,2467.9537520445,2446.05469962523,2894.66205947349,2895.48454012298,2906.44529023376,2852.53091984601,2858.60253456608,2885.7548073192,2486.50321864327,2432.25132821855,2433.03318356243,2423.67130603651,2433.53457383393,2482.94000025511,2880.88159907633,2922.23764277699,2855.95720077088,2859.4707645009,2916.54565939171,2913.48935549773,2437.77049977748,2428.25688164291,2560.40142097705,2427.70672012563,2445.18019423136,2465.81297540381,2882.5440328856,2885.22835036687,2864.78930256304,2849.95945858264,2846.3422116507,2932.56898109286,2425.73783452694,2424.71211770512,2419.36674421412,2444.23743478538,2448.14447387691,2402.63167078255,2437.53874723909,2456.85562880933,2507.67162272594
,85,2448.41720594303,2446.33589881099,2452.18452131341,2449.87469575367,2654.39439053379,2473.42563347472,2761.66441491716,2759.37827814309,2747.99745609112,2745.26433362999,2716.98079284696,2720.81226268927,2453.6174920314,2483.25533949022,2434.73849769526,2439.27653197342,2480.10260618045,2504.96480075726,2787.35291270465,2782.67080253999,2776.61788198028,2714.51439630183,2717.09994586647,2694.31750552558,2439.52111865405,2425.1762147613,2421.61462136567,2433.24622122544,2433.11653082092,2475.83472588579,2795.26636456692,2781.56801536773,2737.28090798984,2725.77276076929,2703.92921609179,2739.58039965826,2459.94754527585,2427.27978853495,2475.2623667768,2426.95422129556,2466.52344852079,2445.04114788586,2756.30838043617,2760.29283385579,2769.90756992305,2724.23700111241,2731.65197647361,2752.97092844611,2483.5426092903,2429.82543066037,2431.02942143204,2422.45916005746,2432.3116653109,2481.53366159991,2747.02575145704,2783.35578055439,2728.49785783072,2738.75205525031,2789.45771550209,2785.46315512151,2435.69247625237,2426.31960271852,2556.06445743008,2426.36266339657,2443.84073035255,2464.20382719345,2744.00075526846,2750.64869198328,2736.78700598663,2719.39119725589,2718.26897295267,2796.87931607218,2424.50070853077,2424.09006007802,2417.92250711103,2443.17944832406,2446.80229018812,2401.69857556577,2436.24754166496,2455.83511731535,2505.42442147466
,85.5,2447.20371460142,2444.88012503601,2450.93653603565,2448.9109117307,2651.75770325488,2472.99449069325,2641.42237279676,2642.2733232885,2635.93896204183,2639.62224410027,2612.24273877124,2613.21613811876,2451.9640690647,2481.90272750319,2433.62634289011,2437.77513431538,2479.08382845724,2503.25480713932,2664.60396846152,2657.58619242023,2656.8880092644,2608.27686657562,2610.35603474696,2587.24836632438,2438.19385109787,2423.70149953582,2420.31234918752,2432.28639065859,2432.20119440787,2475.38971168255,2666.72266140162,2662.05880782269,2622.37141399273,2618.50970466594,2592.46854047959,2626.43621232891,2458.23892560854,2426.12409213568,2473.43024011294,2425.96953402569,2465.36218161408,2444.20373024861,2635.5895237181,2642.47342071028,2650.29114064948,2612.31395004948,2618.64389909483,2627.77712185202,2481.46962382066,2428.03276536872,2429.65802478694,2421.193614995,2431.23205724831,2480.19989323985,2631.06410902195,2663.15071393256,2618.3648297417,2634.81436913052,2676.54163338863,2665.7692599666,2434.68381567959,2424.97897186774,2552.9471690518,2425.16496682611,2442.30670012472,2462.56272006977,2626.05836633273,2635.23817284568,2627.23408467177,2607.49393194685,2605.57994194591,2671.01355072691,2423.2640764561,2423.45942265569,2416.64732811331,2441.82636420251,2445.40038621043,2400.80719670443,2435.41515899207,2454.64542139494,2503.38786337874
,86,2446.29744115571,2443.71416073709,2450.20798913364,2448.38855414215,2648.92416877856,2472.30447561766,2549.10058522924,2551.98348066256,2549.82090392069,2559.33262685459,2531.87872299347,2529.41419890431,2450.77416530655,2480.79632206312,2432.75511326544,2436.58901537994,2478.02775034925,2501.587454185,2571.33295462868,2562.00515091663,2566.11630990449,2528.46482894168,2528.94407295837,2505.07097426263,2437.0449007554,2422.45198730594,2419.45959090182,2431.06808481538,2431.43026209445,2474.56777349174,2569.48123547631,2571.14433550164,2535.45171148578,2537.85423635102,2507.54935455711,2538.69233136572,2456.6517233521,2425.13422310157,2471.57147101064,2424.77193733821,2464.19477140384,2443.65143398912,2543.85130564226,2553.45250790104,2559.84590394142,2527.01845467733,2532.34482264119,2528.39072989401,2479.48006534786,2426.41582072458,2428.84124030895,2420.28849010562,2430.39943242142,2478.67390709887,2543.51808505678,2572.49183242068,2535.21261591491,2556.58596840776,2590.64950582875,2570.62853708138,2433.982350561,2423.90871896666,2550.43035362804,2423.62066683388,2441.02960730054,2461.15147673498,2538.16027443071,2549.07631962428,2545.14060602233,2523.53915102794,2519.96355991201,2572.12135077345,2422.39851007,2422.65358750185,2415.33488409766,2440.41172817584,2444.2693659197,2400.09291369011,2434.41705484161,2453.64762606091,2501.7033955272
,86.5,2445.26082155264,2442.87555238296,2449.15761045368,2448.08231543514,2645.84054789536,2471.37759451041,2485.66920506952,2490.27206887618,2490.94100047724,2504.99277482394,2477.30060722524,2471.03350094169,2449.56176022253,2479.28641171539,2431.8366707118,2435.37991138849,2476.78147553499,2500.56945232459,2508.44177280518,2497.47461962826,2504.90681461598,2475.34905018286,2473.84970024268,2448.84374308579,2435.78252419428,2421.13693807001,2418.46626485467,2429.66049014815,2430.67050778797,2473.51909976247,2504.41531663549,2509.60494671211,2477.5787877087,2484.16119400727,2450.32121345427,2478.18863425974,2455.1956023958,2424.41252166883,2469.92692875262,2423.32194827846,2463.01996498513,2442.88201810426,2482.0933522511,2493.8210928409,2498.77372421245,2469.27858817929,2473.94754655077,2458.52138314513,2477.5765750778,2425.11288238455,2428.1292078098,2419.5309394549,2429.66490550452,2477.40164545501,2485.20347946393,2512.11797237586,2479.72273557069,2504.35926304013,2532.37214027592,2503.61062354361,2433.3008266449,2422.81028352263,2548.34006066133,2422.44350245215,2439.89220526769,2459.42031827257,2480.36095349588,2491.97309835078,2490.85218912995,2468.1405127506,2462.4272654156,2503.23318892918,2421.6363351224,2421.81561356,2414.13783690044,2439.1024763709,2443.54582746074,2399.5533834366,2433.38911103254,2452.24707796323,2500.09605807578
