,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,H1,H2,H3,H4,H5,H6,H7,H8,H9
,1,0.874574641120944,-11.1332443337105,-9.06985885720997,-10.9568211171577,-27.4281809446056,-8.52939526037926,-3.74068194527308,-5.79074459736921,-15.8315918599133,-7.33196277734578,10.3672350463598,3.84616051492685,-11.3430429183582,10.492445205814,-1.89777006797976,-1.76797213994269,4.82401578942381,4.67035953439563,1.52545355541361,0.8746279510774,2.63319670635929,-0.282873196199944,7.53851217872943,5.51282057113394,-7.47049671709419,3.50410424176971,-0.655222657497688,1.23870506382445,-1.28006471641311,4.08758194694929,0.726611975247579,3.24065794596527,-1.66269397116321,3.27713235355486,-1.59622419470134,4.24853715284644,-4.14582409793729,-1.06550314747665,-4.54475331316871,3.60249356940358,0.872455358770821,0.0941173998671729,4.61184765486769,7.52701623297753,2.97323846867403,-12.2427276084973,7.90736639663692,1.73627717102954,-4.31610407036669,2.15843885369077,3.66329923563035,7.41740503151732,7.67545048162674,2.4613051769893,4.46156860945939,8.38290695430032,0.921184611313493,7.75398708031207,6.88928207371555,1.05643938631465,-3.82399203351133,4.82035433455894,7.08540949880944,3.89740052938714,3.01348937200692,6.24157653111661,2.6803219580047,1.40681712306059,-4.63050269630276,10.0303596082772,5.86733299450907,1.19656710138452,-22.5306793985988,-29.3630814607873,-24.9332077214181,-24.0326371397859,-28.6606802736865,-11.6170997544018,-14.2554990003869,-22.2589372540815,-19.841641480908
,2,1.1433877686909,-10.5858002923446,-5.0647368635955,-9.03010736173701,-10.1212368790211,-6.16466522603241,-2.00376230349139,-6.36727402826682,-4.62704880871661,-9.94881139471772,0.963108163633933,3.30433209580224,-5.29875795665748,6.5290196841147,4.55641571965498,-1.10635359610524,0.953401787478924,3.16438859052641,1.12775794375011,-0.837675435888286,-1.4712890018136,2.03554049903187,6.46586165195458,6.82645957765999,-3.93409783834568,0.448822965231557,-1.00970322728608,-2.39422331290962,2.56893404535413,3.68800934984438,3.70275401693971,6.21502785458415,-2.58287328265578,4.99659492285582,0.32911708487336,4.54267078313933,4.39646271752781,-1.2754010935214,-2.34516960385463,2.39594545100863,2.50750090696465,-0.0345481813415063,6.34862564558762,5.34009788833328,1.63377342867034,-2.49511381655475,4.79093086717148,0.25694321336232,-3.00754461840324,1.50474101836608,5.54012803824571,2.94631829111358,1.14952994265195,3.83042833165655,3.89122270168991,2.03382890223065,0.298252242726903,8.43267887670254,-0.870632424576797,0.632204630263459,0.322294985725875,4.09305791460611,6.50848265092191,6.15087681350178,2.35534571393237,3.62444165340048,3.26598708533811,0.64306208575681,-3.37246257227844,3.18723909213122,4.60793374540799,5.74382317782101,-12.0978498946542,-25.3491022233011,-21.6860473646125,-13.5087631120864,-15.601101436288,-10.9721237153331,-8.96263470807617,-13.3173981375444,-13.4531054951458
,3,-3.82373766605451,-1.1772585726726,-0.134327158437827,-0.876307608434217,1.0228491353696,-0.56223939361189,-1.6408832139291,-1.73407515245253,-1.93142834403579,-3.31997025295959,-0.540761285944882,1.09019810901918,-2.06722100889419,2.81673639573501,1.01311682324513,0.136291489537598,1.38075052901422,-0.682358098382792,-1.71344844874193,0.216444771535862,0.746513080836394,0.329718798399881,-1.49541896626806,2.74454058550646,-3.45137929706743,3.92004648425063,0.640414769844028,0.626971980288999,-0.0124670661439268,2.01990959595696,0.496299317813282,-0.967958019345588,-0.327582328250173,2.10424079221502,0.946079578967783,4.35879741783037,0.0731525894134393,1.51438237032198,-1.09953751833791,0.295438435804954,2.93810425146739,0.570602656753636,1.55410326844594,4.52013409953497,0.34103489947438,1.3752922652975,1.48554360332946,0.471206005503063,0.35858194444063,2.85920965635933,2.36231219015826,2.31373859376345,0.623212885719113,2.24015678107753,2.3550972850071,5.65137157050503,-0.574591415909254,2.30370090646602,-1.65817293924738,1.97720734567247,-1.46839660612613,-0.0686332933264566,3.65634976535193,0.656320787178629,1.86532664266178,2.06760368078903,-0.28556419105189,1.23009022256383,2.65190198697883,2.55240945738251,3.0852973246333,2.50798349795832,-12.0971843659122,-17.6824287268291,-10.3264056440098,-6.95402806797711,-8.56939456240161,-3.84791031803707,-7.66718467226929,-9.11292590495532,-8.0982859156079
,4,1.07156914520874,2.29473558207883,1.89908505583799,0.371675415316531,0.250179885394573,2.80173662035395,1.47709911462925,3.9528690758666,-3.19399903625208,0.77481023527298,7.95921876010289,1.33719811295532,-0.583456930865395,0.369586520266694,2.66936016210002,2.19414063951399,1.09028418626212,2.02448801680202,3.25937604605087,1.57820561058134,-0.250951422347498,-1.11819590956975,1.40915641148786,2.11494157656352,1.9514012517584,0.517701116256831,-0.339976852601922,1.38322417761992,1.31537013473326,4.21939842005077,0.0827491342606663,1.11485882179386,3.91038265875068,-0.485983239742836,2.27821443402217,-0.74008915971126,0.845198616039397,1.5926437163198,1.78727167104717,3.39664178157318,0.866113098411915,4.4604326526478,4.86361575073943,-0.890558737690753,2.88884090244346,2.04694886988182,3.91333997859874,0.542465830868878,0.379066497677286,1.09592183461746,1.04562197753467,2.78804029983121,2.82950296371337,0.89753434631757,1.98624453434923,-1.88553752873258,1.93915421432303,8.44561484548603,2.32782803279224,3.49025331062057,2.43766650114912,4.67228070987585,3.2514539801582,-0.567638776596596,-0.0653782176700588,0.970667375295761,3.34881257272946,-0.537278725119904,1.64998266901785,2.37859609627685,2.21002935485194,3.28962858630757,-6.21277528681912,-10.4901825540419,-2.56781251841858,-5.70417666428739,-7.30244858692413,-1.66853028633932,-2.69654745186062,0.168218130535479,-2.07614136625489
,5,2.19528634125936,2.70844526214114,4.49053559324375,4.04520250586984,5.81594446019062,0.387229835436756,2.46642469288327,0.830691506197581,4.70034312969165,0.999227597965273,2.84253340884607,0.0586973048320942,-1.66031010019242,0.853578124605519,-0.126387130900184,1.34830261744992,2.68579259109174,2.63421614744493,0.25505778471188,3.40731732178665,1.28440905471643,3.2306644807777,3.98070590160887,-0.0800216737338815,8.44917164249819,1.41479254984188,1.23902957951941,4.43389786875377,2.99581857529256,-0.522849031722217,-0.0279942950896839,0.320529762439037,0.0841878903752331,5.30926655223811,-0.0675365183515169,3.34347795653275,2.91936860450187,0.925275310374673,2.93791871980693,-0.499861959537157,0.163270128866316,0.550642577449253,-2.44220476941973,3.02878248944535,-0.751671184844781,-0.0575913228130958,4.01309240885348,0.933822596467508,-1.04179422208472,-1.73754251891933,1.8200153595526,-1.17377584164569,0.764844269052446,0.422190083779242,2.36433066003974,-2.01359868191867,2.59858528016412,2.95086562483402,2.38006653458206,0.900188654325575,1.24525171258392,-1.71316043639308,-0.337269200845185,2.47954549500218,0.235669608921853,2.25751785979082,3.28986879414151,0.347898912681103,-2.50996520835179,-0.420507164933497,-1.54362066497879,1.54194371508311,-3.0383748808772,-7.71791223112587,-2.41301246868125,-2.56108430381255,-1.26638321150904,0.486202907727147,0.640349069813055,-0.780229754297579,0.182622299512786
,6,3.27811389950148,0.764005901860855,2.85961851187903,2.27813894200426,1.6778751447473,2.16291950099685,4.69631914992169,1.29964848242162,0.276780881325976,4.728536557182,4.41939062835081,1.23480254916012,2.05318560293335,-0.0173993878634064,-1.82098716640257,1.24993321386046,-1.99070555008029,3.43997889147659,1.65362034861164,1.99911116270641,3.75700781730711,0.270118314241699,4.83039537191326,2.73223615641245,2.08332513269124,-0.0370122099839136,2.07326819923674,-3.19532134786823,-2.87620393700854,3.02341783540624,1.98822303889528,0.358655365433151,1.96520901521899,1.0744356116561,2.64490084450063,2.13045712449957,2.60188693977807,0.90024566539887,-0.449012777123698,3.57890735856608,0.692039124181065,-0.186712384092061,-1.69748219201711,-3.08802599356432,3.35711366135547,5.63226362748082,-5.58714901935627,2.50183625867567,1.17226686712911,-0.778334794455986,0.753253568022501,1.96824929836794,1.91259982493284,-2.05230044687096,-0.631385753212726,3.48449116366828,0.467463236195272,1.32312474304081,4.11802297555096,2.96043316946498,2.52666284081579,0.399982814610667,-1.87425988457107,1.59720370814512,2.68192440764642,-2.93617960657593,-0.841687645953698,3.96262416630088,-2.66207843249867,1.74307345557236,0.597652582917817,-0.619266087398955,-2.63601443871858,-0.564212975454211,0.357984126634165,-0.65472195850225,-1.10296730533719,-0.0260608017911181,0.304128546748871,0.528452222618398,-1.11457225985123
,7,-0.977611570473528,-0.426731714484959,-3.48367578201987,0.914117322976836,2.16987125686819,1.94503735804165,-0.91052115101229,-2.06975982767517,3.11469348609808,5.66001401322728,6.33053061160854,1.59898504265311,5.63649497614279,2.45554728166917,4.56783747784812,1.19347777829489,-1.20946378335839,-0.457886197086737,1.92835428519993,-4.3488719834595,-0.181110824750704,1.56555631552328,0.000961068663855258,4.33910157197852,-3.99045306159815,-3.25723622558962,2.07108832026188,1.9610622016412,0.845973302923994,-2.04700523714018,-1.17962928128236,2.52803362305258,0.595382439968944,-1.41273194856649,-2.6922965714939,1.87521289501501,-0.0163704051228706,-0.989663605420446,3.75815770120244,-3.19708691014057,0.136008606821633,-2.09961399548547,-1.46570527809536,-0.671152546679878,-2.10843500953251,-0.365028228578467,-1.13110813664252,0.795886678544775,3.47713695516813,2.48444165846195,-1.88887779283641,-0.858364682911088,0.511100232095032,2.24926488366327,-1.42976005058654,0.663329614329541,0.744010732605148,-6.26932154685437,-1.00817590053839,2.07056233556887,0.480908331726368,-0.890509821243086,-0.162109769867129,2.13145480537378,3.31325879986571,0.0283759480562367,-2.2067535878582,2.12186037882066,1.35745015148404,-1.16146030340951,-0.577759278814938,-1.88357343318694,-0.561483257379678,-1.04857342986634,2.41457725071677,0.648704562265721,7.39889430569383,-0.514086556129314,0.620589950554859,1.74259890761141,-0.364827676023197
,8,3.10476006085901,-0.301854585119145,1.32114384651322,0.896906567038059,5.7349915653067,-4.6059842329505,-2.1588671582158,1.61990707826908,5.72050203232129,1.01741767592102,3.16683390631124,0.748130010421391,1.91330745295818,-0.210057079478702,0.725950563016795,-2.18656783843926,2.52222346810458,-0.563995474263265,0.32169571428085,2.84326925522373,0.349348720144462,2.32567768660738,-0.421476212328798,-4.92942904953497,-1.00538021208968,1.33740655569818,1.60981535223846,-1.61684987494937,2.74069003515115,-3.35428056458068,2.12394961256314,1.21777944159749,0.593582522551515,-1.93421551927167,-1.22755171657718,3.03222035140288,-0.999614910450873,-2.17721909019929,1.09707452478278,0.364283743687338,-4.64030769921783,-0.0822019207025733,3.00918500950229,1.45031110156651,1.57319729414121,0.312818061423513,1.29577206924841,2.76911916640847,1.0866973817383,0.926010233385114,0.186012248369934,-0.617640184139873,-1.98710027537663,1.6944575711168,-2.82575035680657,0.814624184285549,-0.244868971478809,-5.88846090524248,1.56238392690693,-3.44910064704482,0.499195701628196,2.45396474448899,-2.95234560762628,1.97620773046583,-3.52253068856771,-1.6671993863215,1.87362205416093,-2.0644284378559,0.725550399313306,-3.16173448031168,0.838599818367129,-1.24898431464317,0.171454685011213,1.748942149095,-2.10465568735344,-0.104454153445204,-0.0113023468902611,5.55238941150446,4.9879033018774,-3.44164772415388,-1.65180758071074
,9,2.38178091506234,0.608387215687344,-1.50596957057405,1.06035576979684,3.69939671491647,1.78731725404123,0.786347373323679,-0.00229208454084073,1.27142403802554,1.72706617899712,1.49149621565948,4.41102356951797,3.45668763922458,-1.57531668035836,-3.35403387174301,-1.3822607869115,0.140556181063857,0.0806876693936829,-0.321792742147863,-2.51447061510316,-1.01749273452515,2.64214332232359,-1.25602424547924,3.6206571188427,1.49916273583949,1.3737552064058,-2.57688812199649,-1.26974851410705,-0.924082836015714,0.68031711363119,3.0179669318004,3.27282291419988,-3.19952367362657,-3.36553313560671,1.8053583290507,-1.2727304560899,2.6886215109389,2.01657176866365,-1.30733867264735,1.17317628195951,-0.0863447780620845,-2.42016122197037,1.26087993898682,-1.08546069933027,-1.25691927141452,2.6338584395221,2.19515303239587,2.5152294892855,-0.252016330651259,1.6308881136456,0.257853056417389,-1.50781602636425,-2.90398559243204,-1.97178574115151,-2.02871262701319,1.27837211449514,-0.0525254074414079,0.972653228432591,2.18949467746143,-2.56619173805075,-1.50008102124275,-0.605433105426528,-1.13654085473536,-4.60577283601742,-0.763308224667981,1.0339232509109,1.76153781940957,-1.18880416473621,0.447206580342026,1.67247699609106,1.3942144900825,7.14736946701896,-0.611833908523295,-0.352483717569157,-2.31581944318532,3.82219149852926,-3.32326260116861,-3.06484636185405,-0.811953876156167,6.12026524267321,2.80966031991375
,10,2.32992625943962,0.191435865109725,0.458755126574943,0.756498002306216,-4.26030573731214,1.22660500264601,-1.33142843412816,3.55704880164558,-1.55534320948345,-0.201797953299774,-8.78464386110136,-0.125740215029509,4.0049327954348,1.54049093424328,1.87754201582857,-1.13279995763378,1.73085266553835,-2.25484898165996,-0.120172790164361,-2.87307201707699,-0.517332110744519,-2.4895949566353,0.519728960675366,-2.51423135004598,-1.14268835208532,-2.26157035159486,-0.116290791316715,-1.49765505685627,0.927721022483183,-3.99046746135036,-0.94476103397119,-0.72355848717325,-3.9339485029509,-0.83762803927857,-1.09918743693152,0.0862299841069216,0.810023077308415,2.81120411472648,0.614714892615666,-2.67245968328916,2.30317205340316,0.814591606839713,-1.04886649937998,0.460616062545341,1.08891815843253,-4.0449236905788,3.24080858433672,-1.48075948332553,1.04613162329997,0.869457355641316,-0.816472875081672,1.04408050822303,3.62019642292853,-0.309813518106239,3.10162419276003,-3.31206755503808,-2.46248127306581,-3.47614219874322,-0.476613871275276,3.30940587127452,-1.58331756141251,2.09960758806756,3.53604101632482,-4.91830689279368,2.13401747070748,1.41815145021064,-1.58915209084853,2.71362961794557,0.665774913724817,4.64652534395918,-1.77962174819731,1.12918164530356,0.0995294331792138,4.87884521418255,-2.55171313313076,3.00642744497554,3.63045862348963,0.0596722894288177,0.740341525867279,-0.0715603192857088,4.81681902783703
