,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,H1,H2,H3,H4,H5,H6,H7,H8,H9
,1,1.35826349127501,-16.7986585903727,-10.9554752233253,-8.79706061016896,-38.4409974869077,-4.27910792563534,0.923235913513963,-9.91624293315044,-14.1587158835537,-6.24571158458548,5.36588921723524,6.79244388692905,-17.47220269338,8.39817074220355,3.5674565413824,3.24929052395737,3.96181139999044,2.50863454657838,6.6086140369348,1.54890476245373,5.50418074762729,-1.29764131097909,5.72015648906881,12.1025206536638,-10.1276167897927,-1.49415263557421,-3.80934664371398,1.87143274398841,6.79782609516951,3.79283034250739,0.872098438328067,2.57539808424281,0.372737279236389,4.17481817384032,1.43696424727023,5.52034896309851,-4.50902046529018,-3.58176692854204,-4.20443344841169,4.62602154678416,-0.951317894342992,-3.04046192409078,-0.0595133764086313,3.73727968510184,6.85702048806888,4.19157713219647,9.56724858811322,4.42570172584237,3.56057822523189,-1.32875985561304,3.85757586181126,6.62681643384803,3.0674568110876,6.17910024132607,6.49760291118082,0.859781165420827,0.977696382490649,6.37439815826701,10.1676471691403,-4.78269838076767,-2.81634191138801,1.22311691830464,16.2951028739399,5.28100050873581,2.34855712110084,0.197215206415876,-9.23060065408254,7.15208323449997,2.47006174301259,2.44901650246902,4.69210394973879,5.15165501716592,-19.1821320687222,-21.3325106648263,-16.715309565192,-5.97935725705611,-8.11684942324246,-11.725910428027,-11.672509866381,-17.4226993451316,-26.9757461749014
,2,-1.62461920995656,-14.6115405458036,-6.1774586367178,-2.47749898603479,-18.9174990075403,-4.98669497721176,-3.09986978771485,-3.64567606281616,-13.2938344306813,-5.08964050937993,-0.185522061237407,3.04169762543188,-10.2195291003559,3.60777978651004,3.87559611754205,4.39865854284926,3.06682396514816,5.70825705183097,4.66517881040727,7.32904501504254,2.91469106870181,-0.473410117656385,-0.0533103454331467,0.442783221537411,-4.65538129635888,0.147352798385327,-5.53202166915253,3.08653736467704,1.43397859187644,1.64806660830709,3.96294140245072,2.00617098979501,-1.33793550591872,-3.89914780712479,-3.84201814848939,3.34878443177058,-2.05690973004857,-1.77500739081779,-4.42894325213911,0.129777014276897,-0.986848488750184,0.391348280219972,4.95903010677648,-5.05618955838736,2.67761572785275,2.92249485150842,7.93748099135382,1.79716290141278,2.42058856334734,-3.67046327025946,-0.0878826693474366,0.410393045417095,1.75458690856158,3.43845526382665,7.9936899850486,3.19631691116592,0.388165046062113,1.69022886393668,2.06195665152109,-3.84896045182541,-1.18306012020184,-2.12351796247731,7.72206677050235,4.72581131097741,1.73714934179088,3.23336495091007,-5.41193301305248,7.40170341112298,0.533287504327291,5.05144173738245,1.49829987775956,1.70519383935971,-11.4576888529609,-14.6517422680608,-12.7914815366789,-3.33281515894305,-1.44607943339361,-4.983562396048,-10.135539265706,-12.8038048532894,-18.3024699455273
,3,0.751897417132568,-4.01619139649711,-0.279752950214061,-0.809087466172514,-1.12834505997807,1.65563770644803,1.95819392207022,1.5100843644318,-2.39005211074436,-5.74184992459686,0.663824720933462,-0.0456939144974058,-1.86266472917987,1.81418816920632,0.443685019590703,3.28758738796842,4.42731784248735,2.07106521399101,-0.801838800722635,0.416846426322991,1.7720029376942,0.633889277714388,3.80392224026309,-0.329018163402907,-1.19985182865094,-0.0541666540730148,-0.374296659867923,4.1558068581312,0.501412779765815,1.99172818896295,-1.84585412339993,0.838586426152688,0.849214790243423,4.23829376719823,4.54542837680674,4.29167588179189,-0.413172419906459,-0.123970976731016,-0.482706021284685,1.92145678472662,1.08287940120044,2.6429898250808,0.139544109264534,3.70589158197845,3.95757224713816,2.18028810122951,2.62536008265215,1.90051562865619,2.23138156569303,1.49874355972725,-0.398159023448898,1.06365669340767,-0.391636542311517,2.63849038406124,2.49429211029883,0.722145123410428,3.06105600038381,-0.0338765874544151,0.147222048296953,1.73362971793449,-0.722692479373109,0.755407094140082,2.20261428623326,2.71383071113269,0.628119766819964,3.46653586902676,1.47263303858972,0.82304755228779,1.56455971358582,0.160547568067159,1.41459883888501,4.48635464042991,-7.69621936135945,-8.86561264330658,-5.55534602328362,-1.20617034125416,-1.2754004149383,-0.531838742757827,-7.17128787156389,-7.99340938765636,-11.3929460436357
,4,1.36353605677004,5.94680248416034,1.18344979454241,0.587753188761781,3.74829548938578,0.241675224079245,-1.70603842990977,-2.57392085671199,2.42151499763895,7.99922635753637,2.36868484110619,3.35410603774335,-1.64589732298555,2.71558558344805,1.73777269139282,1.00697249124278,1.4678646908169,1.35031195748024,1.84459423222552,1.06404254338668,-1.26842691565662,-0.488460464546733,-3.24108067419593,5.57716536419321,1.58363408311288,0.424897012715519,-1.66424403429892,0.744381682781295,3.34729939136014,-0.547271427492888,4.04674443125396,1.44545078067313,1.85754964723446,-1.97666694775353,0.845287009550248,0.329674789688852,3.57269801090342,1.21644044515688,3.9644219806587,4.08074181855,1.3065624751116,4.13879309481899,1.79343402034874,-3.43880490863103,1.535713662342,0.479199075499309,5.45589982791853,1.50186664612102,-1.38418270144894,-1.94050008163094,0.706135646218627,0.915568532271664,3.02792032227899,2.47185263121492,1.56023568582896,0.799983595267804,0.669480267701147,3.55807190612586,0.180024301608682,1.40816726842149,2.10061620321358,1.0384173303546,0.193527744630501,-0.271320309142538,0.673642868546722,1.10831541094421,1.86516346221879,4.57567017253268,-1.64562883264398,1.55669317473166,0.279756649827505,3.16992915855053,-2.00015492698958,-4.74592551004253,-2.12626991169054,0.82841402730719,-0.442014874879078,1.16995434073124,-2.36761800343629,-1.88071391925541,-5.28661067725943
,5,-0.734467182371645,1.63163706912155,1.63478920228499,3.46299244663714,2.28442536591047,1.38177826004176,2.19058015724568,2.09263582722406,2.03318212292197,8.40727880081477,2.90130741780922,-0.555603452813557,5.66396745226484,-0.885308563405033,2.07030843897064,1.24531239432599,-0.240784584151697,1.98744798712141,2.06613532424944,2.36698009830343,0.217997676514642,2.34242303406108,2.05874997770525,0.919344269973408,1.94170760030238,1.3727603174284,6.3844382070456,-1.81800566685251,2.15348871416836,0.283945921044506,2.78433149764578,-1.4218680287895,1.0284582538925,0.118579097883867,0.0611464043026899,0.954379905052065,2.88555654231232,4.24814721571192,1.40985999735221,1.20661838877504,2.82817500197325,-2.29181110806985,1.30603013735117,1.68909735857414,0.348546377123512,0.723106741162155,4.08456026653857,-0.818714018537776,2.63755490991207,0.277908716192997,2.8766869027977,-0.198515720005616,1.61474227404869,2.08769713691481,1.91735618277698,3.34457735970773,-0.853316166040713,0.972343187293518,3.24180759737828,2.48183376280895,0.867447465611804,1.96208919376477,2.01729621631785,0.207722719338108,3.90603108123605,2.45335409021436,-1.06179671791915,-1.66234790495628,1.77420468555283,3.46774350915166,0.579885074940648,-3.42759230986621,-0.648523308429048,-1.48330855774657,1.37420214537087,3.06180188617009,-0.917898765703285,0.248422636176201,-0.346667588099535,0.881942823045392,-0.658317791572699
,6,3.17063273708982,8.85370278914479,2.1556274921868,1.59195170885687,4.87178228669382,-0.14216646414252,2.13608639666154,5.31769053099879,2.0343017312739,-0.914966374821688,-1.9560203613928,0.101499277714538,1.25504264577921,-1.55425534091455,-0.335681426770407,-1.21199784104056,-0.176844280310888,1.7144109043943,1.57163727236502,0.260396664906693,-0.0583481156454582,1.94009255115407,2.78505294892602,-1.23885077290197,1.22592515815813,2.24116085573678,1.14885263343103,1.70952144442208,1.15432446598334,2.51323661548577,1.74298718808586,2.55181077110956,2.46222756819316,-0.614719504173991,1.31975181302323,4.77947687140386,2.67072500817631,-0.64907798268132,-0.612487326856353,-2.57972474057078,-0.412719023786849,0.898638081754143,2.36505882985739,0.501145127238942,0.409944208914112,-0.141621907553144,0.876021882497298,4.05843397672334,1.5513003910105,1.96362566615289,3.05656541353346,1.68813935033313,-0.485787108776094,-2.20113815491914,2.8371779589238,0.730604520007091,1.6071408911821,-0.914466595874728,3.000953898028,4.81217221601128,1.62371970895811,3.63480781219278,0.699284033281401,1.50310818856451,0.518096749214237,-1.62486086553736,-0.750195172627627,3.00912328277127,1.65034701152308,1.03592741713692,6.31139605212184,-1.01710418629591,1.52757112829886,3.52341612916325,2.03589527821259,-2.13702890806644,2.22836386278004,2.91097614695991,2.03806745767224,2.93994115387841,-3.30881922649178
,7,2.20918500504104,5.50220647143306,0.106301389966575,-2.83108180664567,1.28931061018375,0.734021152434252,3.10367089515012,-1.30736925576139,-2.28904036102676,1.09352907910306,7.22105165467519,5.86313175746318,2.04214605212383,1.20468290315284,1.97376852528078,0.851662894857782,-0.473419617254876,-1.71899989259737,0.926605813249353,0.700793384923145,5.85431899437435,0.958195612632153,0.605631453023307,2.24693924732856,2.27455519434579,0.742425060614096,1.80699034836289,-0.883832148743295,2.14614442867378,2.69315983316301,0.474340850033514,2.03948751761618,-4.41305735218111,1.87234900382327,-0.794985964369516,1.98012423464115,-0.412350062443693,-1.03393964519955,-0.000697913249041449,-1.6509614031861,-0.247293205916776,0.777348218213774,0.871454676185749,1.46748675725939,-2.7590741106842,2.63648210321116,-0.403615306204756,-1.09241743294751,1.59304117256897,-0.720972558960966,-0.202564291611907,2.20924359364426,0.656872738659331,-0.952804312354147,1.25427405318669,-4.46630641733918,1.95343221412395,-0.54177837869247,-2.01825811929575,5.69537956385875,0.753579911998258,-2.43206993015428,2.82430398375527,1.41565450599819,-4.02651727274861,-1.1307748918266,2.38305515711636,0.516725458895053,1.36231588231794,0.267506152268652,-5.92703231403721,3.10580671495791,-1.04065853977681,4.62181038830795,-0.657682486347312,0.730245140288389,1.78603669624772,2.16471406978417,1.52750075090444,-1.31911864508538,-0.512619392712168
,8,-0.706911873700847,1.05544094912193,-2.44129191804132,0.0282951503691038,2.71937941197621,-0.143157791832891,-1.29414747855526,-1.61862416814756,4.95128397949384,-1.66630973251313,-1.27612981136326,8.81235119425537,2.90193395530969,2.28885229346542,0.326793871334303,-0.678224989327191,0.151223644433685,-3.82651590513296,2.98757589469687,0.334506144849911,0.906505394198575,1.63617938302923,-1.73340623848435,7.0734310718326,-0.949184729915942,-0.396243172068807,-0.524494846526522,-0.591387115544876,-0.21680716599576,-3.71868743091136,0.181709390997185,-1.34433053447947,0.183783196725471,0.12176966455263,-6.08136905087258,2.50237465405371,-2.60805663241854,-0.969215384431209,2.83645683804934,-0.11975127259484,-0.293606440333406,-2.66482525999891,-1.42346844072199,0.558156903774488,0.556509210809509,-1.25964491345439,5.8033089728624,-0.869502125523013,2.9482452937732,2.02533305090947,-0.246455177114512,-4.31418194173966,1.84142917340478,-1.72154412378541,-2.26257770026541,2.16839262933991,0.129755671092425,3.3927270669783,3.40239173245209,-2.62975763584245,-0.597099393388817,-3.25424662369733,-2.85741201164319,0.961877705545248,1.40062438286077,-5.51123544939264,-1.37432294840391,2.24274659474122,1.57707510701903,-1.75005108685946,0.119897148423206,-0.709613975584034,3.8353018852099,3.87399490406051,-0.0368616361715794,2.35887524740701,1.75894626124409,-1.24626766124993,0.00996014751717667,2.25161591899541,6.17483821504857
,9,-0.236040350898747,-2.110225805146,3.2007510924841,1.7603445933396,-0.110696089800967,0.464549224820075,1.6003960140406,1.92825105876454,0.706025908891661,-2.04154098402387,2.26467271292086,-2.77142680004954,1.11552753287287,-0.897320387487525,-0.402239414341693,-0.596500437500254,-0.0459148397649187,0.303143873053159,0.586704073626606,0.183794814823614,-0.416689121090258,-1.42245318694449,1.35718826429365,-0.795583669839743,-0.275108081234066,0.539613601119981,2.65658469080336,-0.118175745729332,-1.43482479948534,-1.15229096919938,1.63234890060221,-2.21282813539347,2.12963673915192,0.78343767898059,0.148123658550503,-0.788782589227594,-3.26875966786838,2.52615252017677,-0.509824860774188,1.0918103459544,-3.0815739271543,0.118500274088092,-2.77650250529359,-0.906130251710692,2.34990850035638,0.286301369005287,3.88981251027599,0.815203874159579,0.287959196698012,0.880346328667656,0.847712369756209,0.889733447668277,-2.98300624275817,-0.997573019261836,-1.6492704403895,-1.20901578430903,-3.5157662821166,-0.0134259761357498,-0.529029160779828,5.78944018445554,-0.036100973230532,3.99261154147416,1.63524745815994,0.820188682235766,-0.425643743251385,1.2374950184153,0.463316831729571,-3.80215251066966,0.735198864486392,1.55045785893844,4.77670555045233,2.55516761481113,1.914646980219,0.614844080878356,5.80568277176599,2.83929663303479,1.70150992822983,-0.930977603932661,7.28160730640093,5.43094920078192,2.99878344615672
,10,-1.07268917661304,0.155832259722956,0.0286298523819823,1.9003912016924,-2.16347897098512,2.02481635435834,-3.02011954172576,2.56505525491684,-0.0128463011869826,-1.89263356188167,-3.964150392997,-1.61241024970332,-2.09350737470277,-1.87879108032939,2.43862228971648,-1.39570072937295,-3.08276184064835,2.44789276702249,-2.1149070867541,-0.503947586978938,-3.10541696330483,0.941413257436579,1.01289499708855,-4.96234236386363,-2.82248033866654,-1.91482635285729,-3.43380541305214,0.800785401010216,-5.78431106175822,2.67646590528284,0.904660196945315,-0.138910739909079,2.02396588671854,-3.22102216830217,3.78212839426669,-4.1080680362129,1.25972334614789,1.23151317867905,2.01438744606685,-4.03854290155778,3.65625283858435,1.4471878692375,1.21369812096646,-0.807888776887921,-3.26136048419085,1.40982121429715,-2.00814666612132,3.14859128443231,-5.16422304030675,-0.881528844630338,1.30479416614253,2.7715238141127,3.6414937833506,4.61750605299358,-4.63823683639703,3.40363969859982,2.36873291502843,1.42664477755216,1.30189732315966,0.668658613354182,1.5555027000778,1.74753768544497,2.95840088133809,1.62346553499265,1.98073591476123,1.95824799301454,2.1602846834694,3.84137628436156,-0.0104000893911689,2.51097351548287,0.147977073536367,3.17163489965697,1.13855908643473,2.30113862033113,-1.0278888255707,-1.90734774163548,1.23449001052404,0.670683409018238,2.11706161123811,1.23815710034023,1.23336451201385
,11,3.90700331211838,1.27118391230943,0.952610913867375,0.0844878349666942,-2.96842957237595,7.32231953910059,-0.00411160292878776,-1.49074064809292,-0.629948591654738,0.379176495744559,1.6399985122016,-0.0130197240387133,0.335539941919706,0.873523872875921,0.988702922976245,0.496049299562401,0.668636724461521,3.47526336625742,1.95001698081933,0.12425575757743,2.86462517260452,-2.39813430210825,-0.319458692170883,2.83663685462943,2.21688388530174,-0.531167982269835,3.23513800231467,1.8368786587489,2.09172323106395,1.85002464610579,1.47701980013562,0.976483784407719,0.743424460880306,4.65500859988015,4.14958892712821,2.46111828268931,5.71841209389686,1.40877422933636,7.19223215384591,7.45333097923049,2.24570794728743,4.34740388861837,3.56274417276063,3.01606534417169,6.51805554494103,1.98022993468567,7.68685727730644,5.50095292079232,3.8162364417235,9.10582174299407,6.6925168222142,9.89770615347788,5.51937701236011,2.45198688803839,2.08134000143673,6.77721345944428,3.48718787795451,7.45163527698105,4.31725121994532,6.24902439380821,4.81705241931377,8.61716151243536,6.27256385688406,7.31349270691589,1.59300548599504,4.40860961433964,8.08269727166407,2.63526444327817,4.38397200968484,9.49225289816695,8.43037996077737,6.03435937802624,5.40283360046578,2.85698943227453,4.06942616664492,-1.06575657040503,-0.298792506316659,0.13550365068113,2.61443144666009,1.87143938431927,2.87121554260921
