"Latest: Time (min)","Latest: Potential (V)"
0,1.00494384766
0.0166666666667,1.00494384766
0.0333333333333,1.00524902344
0.05,1.005859375
0.0666666666667,1.005859375
0.0833333333333,1.00433349609
0.1,1.00524902344
0.116666666667,1.005859375
0.133333333333,1.00524902344
0.15,1.005859375
0.166666666667,1.005859375
0.183333333333,1.00646972656
0.2,1.00494384766
0.216666666667,1.00646972656
0.233333333333,1.005859375
0.25,1.00524902344
0.266666666667,1.00494384766
0.283333333333,1.00463867188
0.3,1.00524902344
0.316666666667,1.00433349609
0.333333333333,1.00524902344
0.35,0.992431640625
0.366666666667,0.94970703125
0.383333333333,0.895690917969
0.4,0.850219726563
0.416666666667,0.810241699219
0.433333333333,0.776672363281
0.45,0.742797851563
0.466666666667,0.713500976563
0.483333333333,0.687255859375
0.5,0.663757324219
0.516666666667,0.639953613281
0.533333333333,0.619201660156
0.55,0.601806640625
0.566666666667,0.587158203125
0.583333333333,0.572204589844
0.6,0.561218261719
0.616666666667,0.550231933594
0.633333333333,0.540466308594
0.65,0.531616210938
0.666666666667,0.523986816406
0.683333333333,0.517578125
0.7,0.512390136719
0.716666666667,0.508117675781
0.733333333333,0.501708984375
0.75,0.498352050781
0.766666666667,0.497131347656
0.783333333333,0.494995117188
0.8,0.491943359375
0.816666666667,0.491027832031
0.833333333333,0.491638183594
0.85,0.491638183594
0.866666666667,0.49560546875
0.883333333333,0.501098632813
0.9,0.509033203125
0.916666666667,0.521545410156
0.933333333333,0.535888671875
0.95,0.552368164063
0.966666666667,0.569152832031
0.983333333333,0.582275390625
1,0.59326171875
1.01666666667,0.598449707031
1.03333333333,0.599365234375
1.05,0.593872070313
1.06666666667,0.5859375
1.08333333333,0.572204589844
1.1,0.557861328125
1.11666666667,0.542297363281
1.13333333333,0.523681640625
1.15,0.506896972656
1.16666666667,0.492248535156
1.18333333333,0.481567382813
1.2,0.469665527344
1.21666666667,0.459594726563
1.23333333333,0.452270507813
1.25,0.444946289063
1.26666666667,0.438842773438
1.28333333333,0.434875488281
1.3,0.428771972656
1.31666666667,0.426330566406
1.33333333333,0.424194335938
1.35,0.420227050781
1.36666666667,0.420837402344
