,1,2,3,4,5,6,7,8,9,10,11,12
A,103-A-ci-SCD,103-B-ci-SCD,103-C-ci-SCD,103-A-c9-SCD,103-B-c9-SCD,103-C-c9-SCD,103-A-ci-tet,103-B-ci-tet,103-C-ci-tet,103-A-c9-tet,103-B-c9-tet,103-C-c9-tet
