,Data Set,Target,Sample,Ctrl,Relative Quantity,Relative Quantity SD,Corrected Relative Quantity SD,Relative Quantity SEM,Corrected Relative Quantity SEM,Unscaled Expression,Unscaled Expression SD,Corrected Unscaled Expression SD,Unscaled Expression SEM,Corrected Unscaled Expression SEM,Expression,Expression SD,Corrected Expression SD,Expression SEM,Corrected Expression SEM,Wells,Mean Cq,Cq SD,Cq SEM
,1-SYBR,cit9,FUN12-C9,,1,0.101941526348134,0.101941526348134,0.0339805087827114,0.0339805087827114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,15.8736561656611,0.147070534523105,0.0490235115077016
,1-SYBR,cit9,HO-C9,,0.608834926506401,0.138640142776105,0.138640142776105,0.0462133809253683,0.0462133809253683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,16.589533137495,0.328521636560746,0.109507212186915
,1-SYBR,citMin,FUN12-Ci,,1,0.184768584203032,0.184768584203032,0.0615895280676773,0.0615895280676773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14.7537684217837,0.266564720141789,0.0888549067139297
,1-SYBR,citMin,HO-Ci,,0.600750671137421,0.0870473184290603,0.0870473184290603,0.0290157728096868,0.0290157728096868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,15.4889301615871,0.209043020097702,0.069681006699234
,1-SYBR,mCherry,FUN12-C9,,1,0.615421917040405,0.615421917040405,0.205140639013468,0.205140639013468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14.5407640011718,0.887866147768572,0.295955382589524
,1-SYBR,mCherry,FUN12-Ci,,0.993139589143247,0.274505370822621,0.274505370822621,0.0915017902742071,0.0915017902742071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14.5506955883645,0.398763216684195,0.132921072228065
,1-SYBR,mCherry,HO-C9,,0.922215040368821,0.198842851642862,0.198842851642862,0.0662809505476206,0.0662809505476206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14.6575889012608,0.311065839770569,0.103688613256856
,1-SYBR,mCherry,HO-Ci,,0.809782389404985,0.156248535039317,0.156248535039317,0.0520828450131058,0.0520828450131058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14.8451578274512,0.278369830706028,0.092789943568676
